meeting_id,project_id,project_name,meeting_type_id,meeting_type,meeting_date,meeting_minutes,attendee_contact_id,attendee_name,meeting_time
92,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,7.0,Jerri Shaw,00:00:00
92,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,8.0,Shally Singh-Smith,00:00:00
92,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,111.0,Lew Ischinger,00:00:00
92,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,158.0,Unknown,00:00:00
93,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,6.0,T.J. Shalmark,00:00:00
93,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,7.0,Jerri Shaw,00:00:00
93,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,8.0,Shally Singh-Smith,00:00:00
93,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,111.0,Lew Ischinger,00:00:00
93,4,Office Move,1.0,Project Team,2022-03-31 17:40:43,No minutes recorded,158.0,Unknown,00:00:00
94,79,Project 13,4.0,Status Meeting,2022-03-31 18:22:50,No minutes recorded,168.0,Marcelo Paredes Breilh,00:00:00
95,79,Project 13,4.0,Status Meeting,2022-03-31 18:22:50,No minutes recorded,168.0,Marcelo Paredes Breilh,00:00:00
96,79,Project 13,4.0,Status Meeting,2022-03-31 18:22:50,No minutes recorded,168.0,Marcelo Paredes Breilh,00:00:00
97,79,Project 13,4.0,Status Meeting,2022-03-31 18:22:50,No minutes recorded,168.0,Marcelo Paredes Breilh,00:00:00
98,79,Project 13,4.0,Status Meeting,2022-03-31 18:22:50,No minutes recorded,168.0,Marcelo Paredes Breilh,00:00:00
100,79,Project 13,1.0,Project Team,2022-03-31 18:36:46,No minutes recorded,163.0,Alley Beal,2022-03-31 18:35:00
100,79,Project 13,1.0,Project Team,2022-03-31 18:36:46,No minutes recorded,167.0,Chandler Bing,2022-03-31 18:35:00
100,79,Project 13,1.0,Project Team,2022-03-31 18:36:46,No minutes recorded,168.0,Marcelo Paredes Breilh,2022-03-31 18:35:00
101,79,Project 13,3.0,Unscheduled,2022-03-31 19:19:03,ssss,Unknown,Unknown,2022-03-31 19:00:00
102,95,MDOT Implementation,1.0,Project Team,2022-04-04 13:35:00,No minutes recorded,182.0,Sabih Siddiqui,00:00:00
103,95,MDOT Implementation,1.0,Project Team,2022-04-04 13:37:19,Mitchel to begin refining the User Manual using Bertina's OneNote file & Anthony's email chart. Mitchel to provide update at end of week with status of User Manual.,Unknown,Unknown,2022-04-04 10:00:00
104,17,ODOT 6.17 Maintenance 2022,1.0,Project Team,2022-04-05 16:28:49,No minutes recorded,36.0,Tom Bliangas,00:00:00
105,4,Office Move,4.0,Status Meeting,2022-04-12 12:55:27,No minutes recorded,6.0,T.J. Shalmark,2022-04-06 06:00:00
105,4,Office Move,4.0,Status Meeting,2022-04-12 12:55:27,No minutes recorded,7.0,Jerri Shaw,2022-04-06 06:00:00
105,4,Office Move,4.0,Status Meeting,2022-04-12 12:55:27,No minutes recorded,8.0,Shally Singh-Smith,2022-04-06 06:00:00
105,4,Office Move,4.0,Status Meeting,2022-04-12 12:55:27,No minutes recorded,12.0,Jan Dietrich,2022-04-06 06:00:00
105,4,Office Move,4.0,Status Meeting,2022-04-12 12:55:27,No minutes recorded,111.0,Lew Ischinger,2022-04-06 06:00:00
106,4,Office Move,3.0,Unscheduled,2022-04-16 10:06:18,No minutes recorded,Unknown,Unknown,2022-04-16 03:00:00
107,99,New Westminster,3.0,Unscheduled,2022-05-03 09:03:08,list,Unknown,Unknown,2022-05-03 00:01:00
108,4,Office Move,3.0,Unscheduled,2022-05-12 13:41:54,No minutes recorded,5.0,Reggy Ralphson,2022-05-12 01:00:00
108,4,Office Move,3.0,Unscheduled,2022-05-12 13:41:54,No minutes recorded,76.0,Muhammad Usman,2022-05-12 01:00:00
108,4,Office Move,3.0,Unscheduled,2022-05-12 13:41:54,No minutes recorded,158.0,Unknown,2022-05-12 01:00:00
109,4,Office Move,3.0,Unscheduled,2022-07-07 09:14:41,No minutes recorded,12.0,Jan Dietrich,2022-07-07 05:00:00
109,4,Office Move,3.0,Unscheduled,2022-07-07 09:14:41,No minutes recorded,76.0,Muhammad Usman,2022-07-07 05:00:00
109,4,Office Move,3.0,Unscheduled,2022-07-07 09:14:41,No minutes recorded,206.0,Sammy Traxidy,2022-07-07 05:00:00
112,27,New App Development,4.0,Status Meeting,2022-07-27 11:07:53,on a google meets call,61.0,Rebecca Rowat,2022-07-27 09:00:00
112,27,New App Development,4.0,Status Meeting,2022-07-27 11:07:53,on a google meets call,218.0,Shawn Brook,2022-07-27 09:00:00
113,117,Sandbox,1.0,Project Team,2022-08-11 00:39:43,No minutes recorded,219.0,Steve McBroom,2022-08-12 09:00:00
114,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,6.0,T.J. Shalmark,00:00:00
114,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,7.0,Jerri Shaw,00:00:00
114,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,111.0,Lew Ischinger,00:00:00
114,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,158.0,Unknown,00:00:00
114,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,213.0,Shawn Brook,00:00:00
115,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,6.0,T.J. Shalmark,00:00:00
115,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,7.0,Jerri Shaw,00:00:00
115,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,111.0,Lew Ischinger,00:00:00
115,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,158.0,Unknown,00:00:00
115,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,213.0,Shawn Brook,00:00:00
116,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,6.0,T.J. Shalmark,00:00:00
116,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,7.0,Jerri Shaw,00:00:00
116,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,111.0,Lew Ischinger,00:00:00
116,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,158.0,Unknown,00:00:00
116,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,213.0,Shawn Brook,00:00:00
117,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,6.0,T.J. Shalmark,00:00:00
117,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,7.0,Jerri Shaw,00:00:00
117,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,111.0,Lew Ischinger,00:00:00
117,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,158.0,Unknown,00:00:00
117,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,213.0,Shawn Brook,00:00:00
118,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,6.0,T.J. Shalmark,00:00:00
118,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,7.0,Jerri Shaw,00:00:00
118,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,111.0,Lew Ischinger,00:00:00
118,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,158.0,Unknown,00:00:00
118,4,Office Move,2.0,Steering Committee,2022-09-07 09:11:27,No minutes recorded,213.0,Shawn Brook,00:00:00
119,4,Office Move,2.0,Steering Committee,2022-09-07 09:14:52,"See the attached action we will discuss
Agenda
This
That
This",7.0,Jerri Shaw,2022-09-07 17:00:00
119,4,Office Move,2.0,Steering Committee,2022-09-07 09:14:52,"See the attached action we will discuss
Agenda
This
That
This",158.0,Unknown,2022-09-07 17:00:00
119,4,Office Move,2.0,Steering Committee,2022-09-07 09:14:52,"See the attached action we will discuss
Agenda
This
That
This",206.0,Sammy Traxidy,2022-09-07 17:00:00
120,4,Office Move,5.0,Executive Meeting,2022-09-08 12:34:50,No minutes recorded,Unknown,Unknown,2022-09-08 04:00:00
122,2,Virtual Desk Top Install,3.0,Unscheduled,2022-10-05 16:23:37,"Traxidy provides easy-to-use project work tracking software for Project Managers (PMs), project leaders and teams to improve efficiency and increase project success. The intuitive project workspace offers an easier way to track, manage, collaborate and report on the real day-to-day planned and unplanned project work in one centralized and automated place. Our project work tracking software offers flexibility for all types of projects and simplifies the management of the smaller actions and critical information that needs to be tracked, managed and reported on, to support the project plan and schedule. 

Automated project Risks, Actions, Issues and Decisions tracking (RAID log and Action log), real-time project Status Reports, work-sharing collaboration, clear visibility to project priorities, Meeting Minutes and more, help Project Managers to save time, increase team engagement and deliver on project goals.

Traxidy is uniquely designed for Project Managers â by Project Managers. 
It complements and supports all project management platforms, methodologies and planning and scheduling tools to help increase efficiency, productivity and project success. Feature highlights:
â¢	Stay on track with automated Risks, Actions, Issues and Decisions tracking (RAID log and Action log) all in one place
â¢	Easily manage priorities with an interactive Dashboard and visual key project indicators 
â¢	Collaborate with team members and get proactive notifications of due dates and updates 
â¢	Share real-time, tailored and automated Project Status Reports, produced in minutes
â¢	Simplify, assess and manage projects risks with automated Risk log tracking 
â¢	Improve project performance tracking with custom real-time Project Portfolio Dashboards 

Weâre passionate about creating solutions that help Project Managers and project teams to amaze stakeholders and increase effectiveness and overall project success.",13.0,Janice Keay,2022-10-05 03:00:00
122,2,Virtual Desk Top Install,3.0,Unscheduled,2022-10-05 16:23:37,"Traxidy provides easy-to-use project work tracking software for Project Managers (PMs), project leaders and teams to improve efficiency and increase project success. The intuitive project workspace offers an easier way to track, manage, collaborate and report on the real day-to-day planned and unplanned project work in one centralized and automated place. Our project work tracking software offers flexibility for all types of projects and simplifies the management of the smaller actions and critical information that needs to be tracked, managed and reported on, to support the project plan and schedule. 

Automated project Risks, Actions, Issues and Decisions tracking (RAID log and Action log), real-time project Status Reports, work-sharing collaboration, clear visibility to project priorities, Meeting Minutes and more, help Project Managers to save time, increase team engagement and deliver on project goals.

Traxidy is uniquely designed for Project Managers â by Project Managers. 
It complements and supports all project management platforms, methodologies and planning and scheduling tools to help increase efficiency, productivity and project success. Feature highlights:
â¢	Stay on track with automated Risks, Actions, Issues and Decisions tracking (RAID log and Action log) all in one place
â¢	Easily manage priorities with an interactive Dashboard and visual key project indicators 
â¢	Collaborate with team members and get proactive notifications of due dates and updates 
â¢	Share real-time, tailored and automated Project Status Reports, produced in minutes
â¢	Simplify, assess and manage projects risks with automated Risk log tracking 
â¢	Improve project performance tracking with custom real-time Project Portfolio Dashboards 

Weâre passionate about creating solutions that help Project Managers and project teams to amaze stakeholders and increase effectiveness and overall project success.",42.0,Mike McNeil,2022-10-05 03:00:00
122,2,Virtual Desk Top Install,3.0,Unscheduled,2022-10-05 16:23:37,"Traxidy provides easy-to-use project work tracking software for Project Managers (PMs), project leaders and teams to improve efficiency and increase project success. The intuitive project workspace offers an easier way to track, manage, collaborate and report on the real day-to-day planned and unplanned project work in one centralized and automated place. Our project work tracking software offers flexibility for all types of projects and simplifies the management of the smaller actions and critical information that needs to be tracked, managed and reported on, to support the project plan and schedule. 

Automated project Risks, Actions, Issues and Decisions tracking (RAID log and Action log), real-time project Status Reports, work-sharing collaboration, clear visibility to project priorities, Meeting Minutes and more, help Project Managers to save time, increase team engagement and deliver on project goals.

Traxidy is uniquely designed for Project Managers â by Project Managers. 
It complements and supports all project management platforms, methodologies and planning and scheduling tools to help increase efficiency, productivity and project success. Feature highlights:
â¢	Stay on track with automated Risks, Actions, Issues and Decisions tracking (RAID log and Action log) all in one place
â¢	Easily manage priorities with an interactive Dashboard and visual key project indicators 
â¢	Collaborate with team members and get proactive notifications of due dates and updates 
â¢	Share real-time, tailored and automated Project Status Reports, produced in minutes
â¢	Simplify, assess and manage projects risks with automated Risk log tracking 
â¢	Improve project performance tracking with custom real-time Project Portfolio Dashboards 

Weâre passionate about creating solutions that help Project Managers and project teams to amaze stakeholders and increase effectiveness and overall project success.",44.0,Gavincko Alagesan,2022-10-05 03:00:00
122,2,Virtual Desk Top Install,3.0,Unscheduled,2022-10-05 16:23:37,"Traxidy provides easy-to-use project work tracking software for Project Managers (PMs), project leaders and teams to improve efficiency and increase project success. The intuitive project workspace offers an easier way to track, manage, collaborate and report on the real day-to-day planned and unplanned project work in one centralized and automated place. Our project work tracking software offers flexibility for all types of projects and simplifies the management of the smaller actions and critical information that needs to be tracked, managed and reported on, to support the project plan and schedule. 

Automated project Risks, Actions, Issues and Decisions tracking (RAID log and Action log), real-time project Status Reports, work-sharing collaboration, clear visibility to project priorities, Meeting Minutes and more, help Project Managers to save time, increase team engagement and deliver on project goals.

Traxidy is uniquely designed for Project Managers â by Project Managers. 
It complements and supports all project management platforms, methodologies and planning and scheduling tools to help increase efficiency, productivity and project success. Feature highlights:
â¢	Stay on track with automated Risks, Actions, Issues and Decisions tracking (RAID log and Action log) all in one place
â¢	Easily manage priorities with an interactive Dashboard and visual key project indicators 
â¢	Collaborate with team members and get proactive notifications of due dates and updates 
â¢	Share real-time, tailored and automated Project Status Reports, produced in minutes
â¢	Simplify, assess and manage projects risks with automated Risk log tracking 
â¢	Improve project performance tracking with custom real-time Project Portfolio Dashboards 

Weâre passionate about creating solutions that help Project Managers and project teams to amaze stakeholders and increase effectiveness and overall project success.",155.0,Brian Capstick,2022-10-05 03:00:00
123,2,Virtual Desk Top Install,3.0,Unscheduled,2022-10-05 16:33:38,"âGoSoloâ Interview Series Q&A
Traxidy - Project Work Tracking Software
Steve McBroom, Founder & CEO

1. What's your business and who are your customers? (Pro tip: inspire us! â why should readers want to support your business?)

Traxidy provides easy-to-use project work tracking software for Project Managers (PMs), project leaders and teams to improve efficiency and increase project success. The intuitive project workspace offers an easier way to track, manage, collaborate and report on the real day-to-day planned and unplanned project work in one centralized and automated place. Our project work tracking software offers flexibility for all types of projects and simplifies the management of the smaller actions and critical information that needs to be tracked, managed and reported on, to support the project plan and schedule. 

Automated project Risks, Actions, Issues and Decisions tracking (RAID log and Action log), real-time project Status Reports, work-sharing collaboration, clear visibility to project priorities, Meeting Minutes and more, help Project Managers to save time, increase team engagement and deliver on project goals.

Traxidy is uniquely designed for Project Managers â by Project Managers. 
It complements and supports all project management platforms, methodologies and planning and scheduling tools to help increase efficiency, productivity and project success. Feature highlights:
â¢	Stay on track with automated Risks, Actions, Issues and Decisions tracking (RAID log and Action log) all in one place
â¢	Easily manage priorities with an interactive Dashboard and visual key project indicators 
â¢	Collaborate with team members and get proactive notifications of due dates and updates 
â¢	Share real-time, tailored and automated Project Status Reports, produced in minutes
â¢	Simplify, assess and manage projects risks with automated Risk log tracking 
â¢	Improve project performance tracking with custom real-time Project Portfolio Dashboards 

Weâre passionate about creating solutions that help Project Managers and project teams to amaze stakeholders and increase effectiveness and overall project success. 

âGoSoloâ Interview Series Q&A
Traxidy - Project Work Tracking Software
Steve McBroom, Founder & CEO

1. What's your business and who are your customers? (Pro tip: inspire us! â why should readers want to support your business?)

Traxidy provides easy-to-use project work tracking software for Project Managers (PMs), project leaders and teams to improve efficiency and increase project success. The intuitive project workspace offers an easier way to track, manage, collaborate and report on the real day-to-day planned and unplanned project work in one centralized and automated place. Our project work tracking software offers flexibility for all types of projects and simplifies the management of the smaller actions and critical information that needs to be tracked, managed and reported on, to support the project plan and schedule. 

Automated project Risks, Actions, Issues and Decisions tracking (RAID log and Action log), real-time project Status Reports, work-sharing collaboration, clear visibility to project priorities, Meeting Minutes and more, help Project Managers to save time, increase team engagement and deliver on project goals.

Traxidy is uniquely designed for Project Managers â by Project Managers. 
It complements and supports all project management platforms, methodologies and planning and scheduling tools to help increase efficiency, productivity and project success. Feature highlights:
â¢	Stay on track with automated Risks, Actions, Issues and Decisions tracking (RAID log and Action log) all in one place
â¢	Easily manage priorities with an interactive Dashboard and visual key project indicators 
â¢	Collaborate with team members and get proactive notifications of due dates and updates 
â¢	Share real-time, tailored and automated Project Status Reports, produced in minutes
â¢	Simplify, assess and manage projects risks with automated Risk log tracking 
â¢	Improve project performance tracking with custom real-time Project Portfolio Dashboards 

Weâre passionate about creating solutions that help Project Managers and project teams to amaze stakeholders and increase effectiveness and overall project success.",43.0,jk keay,2022-10-04 02:00:00
124,125,Upgrade POS System,3.0,Unscheduled,2022-10-19 17:32:10,No minutes recorded,225.0,Alfi Singh,2022-10-19 02:00:00
124,125,Upgrade POS System,3.0,Unscheduled,2022-10-19 17:32:10,No minutes recorded,229.0,Another Person,2022-10-19 02:00:00
126,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,Unknown,Unknown,00:00:00
126,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,234.0,Fredd jazz,00:00:00
126,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,235.0,Gait rock,00:00:00
126,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,236.0,Tester Three,00:00:00
126,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,237.0,Tester Thirteen,00:00:00
128,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,Unknown,Unknown,00:00:00
128,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,234.0,Fredd jazz,00:00:00
128,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,235.0,Gait rock,00:00:00
128,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,236.0,Tester Three,00:00:00
128,126,New Coffee Shop Build,1.0,Project Team,2022-11-02 16:30:02,No minutes recorded,237.0,Tester Thirteen,00:00:00
130,126,New Coffee Shop Build,5.0,Executive Meeting,2022-11-02 16:31:20,No minutes recorded,233.0,Deb Anote,00:00:00
130,126,New Coffee Shop Build,5.0,Executive Meeting,2022-11-02 16:31:20,No minutes recorded,234.0,Fredd jazz,00:00:00
130,126,New Coffee Shop Build,5.0,Executive Meeting,2022-11-02 16:31:20,No minutes recorded,237.0,Tester Thirteen,00:00:00
131,127,Update POS Systems,4.0,Status Meeting,2022-11-08 18:43:30,Discussed the competitive landscape for this type of bid,239.0,Evon Dhamko,2022-10-31 06:00:00
131,127,Update POS Systems,4.0,Status Meeting,2022-11-08 18:43:30,Discussed the competitive landscape for this type of bid,240.0,Traxidy Eight,2022-10-31 06:00:00
131,127,Update POS Systems,4.0,Status Meeting,2022-11-08 18:43:30,Discussed the competitive landscape for this type of bid,241.0,Traxidy Nine,2022-10-31 06:00:00
131,127,Update POS Systems,4.0,Status Meeting,2022-11-08 18:43:30,Discussed the competitive landscape for this type of bid,242.0,Tester Seven,2022-10-31 06:00:00
131,127,Update POS Systems,4.0,Status Meeting,2022-11-08 18:43:30,Discussed the competitive landscape for this type of bid,243.0,Traxidy Seven,2022-10-31 06:00:00
132,127,Update POS Systems,5.0,Executive Meeting,2022-11-08 18:45:35,No minutes recorded,239.0,Evon Dhamko,00:00:00
132,127,Update POS Systems,5.0,Executive Meeting,2022-11-08 18:45:35,No minutes recorded,240.0,Traxidy Eight,00:00:00
132,127,Update POS Systems,5.0,Executive Meeting,2022-11-08 18:45:35,No minutes recorded,241.0,Traxidy Nine,00:00:00
132,127,Update POS Systems,5.0,Executive Meeting,2022-11-08 18:45:35,No minutes recorded,243.0,Traxidy Seven,00:00:00
133,127,Update POS Systems,3.0,Unscheduled,2022-11-09 10:00:25,aaaaaaaaaaaaa,240.0,Traxidy Eight,2022-11-09 05:00:00
134,126,New Coffee Shop Build,3.0,Unscheduled,2022-11-16 11:42:48,No minutes recorded,259.0,Wade Sabean,2022-11-16 05:00:00
135,126,New Coffee Shop Build,2.0,Steering Committee,2023-03-02 17:13:12,"Parking Lot Items
new books for technical reading
the marketing expo and attendance
file sharing within the google drive

We were able to have the full compliment of people available from each aarea within theTeam today. Good work!",233.0,Deb Anote,2023-03-02 13:00:00
135,126,New Coffee Shop Build,2.0,Steering Committee,2023-03-02 17:13:12,"Parking Lot Items
new books for technical reading
the marketing expo and attendance
file sharing within the google drive

We were able to have the full compliment of people available from each aarea within theTeam today. Good work!",237.0,Tester Thirteen,2023-03-02 13:00:00
135,126,New Coffee Shop Build,2.0,Steering Committee,2023-03-02 17:13:12,"Parking Lot Items
new books for technical reading
the marketing expo and attendance
file sharing within the google drive

We were able to have the full compliment of people available from each aarea within theTeam today. Good work!",259.0,Wade Sabean,2023-03-02 13:00:00
135,126,New Coffee Shop Build,2.0,Steering Committee,2023-03-02 17:13:12,"Parking Lot Items
new books for technical reading
the marketing expo and attendance
file sharing within the google drive

We were able to have the full compliment of people available from each aarea within theTeam today. Good work!",260.0,Jeff Lauer,2023-03-02 13:00:00
136,126,New Coffee Shop Build,3.0,Unscheduled,2023-03-23 10:18:43,other information here,235.0,Gait rock,2023-03-23 09:00:00
136,126,New Coffee Shop Build,3.0,Unscheduled,2023-03-23 10:18:43,other information here,237.0,Tester Thirteen,2023-03-23 09:00:00
136,126,New Coffee Shop Build,3.0,Unscheduled,2023-03-23 10:18:43,other information here,259.0,Wade Sabean,2023-03-23 09:00:00
137,126,New Coffee Shop Build,3.0,Unscheduled,2023-03-23 11:28:14,No minutes recorded,235.0,Gait rock,2023-03-23 04:00:00
137,126,New Coffee Shop Build,3.0,Unscheduled,2023-03-23 11:28:14,No minutes recorded,237.0,Tester Thirteen,2023-03-23 04:00:00
138,126,New Coffee Shop Build,2.0,Steering Committee,2023-04-19 15:35:34,No minutes recorded,234.0,Fredd jazz,2023-04-19 18:00:00
138,126,New Coffee Shop Build,2.0,Steering Committee,2023-04-19 15:35:34,No minutes recorded,259.0,Wade Sabean,2023-04-19 18:00:00
139,187,test APRIL 25 v6 big (SM@Tx),3.0,Unscheduled,2023-05-18 08:41:25,No minutes recorded,470.0,Unknown,2023-05-18 04:00:00
140,188,test APRIL 25 v7 full (sm@T),1.0,Project Team,2023-05-18 08:49:21,aaaaaaaaaaaaaaaaaaaaaaaaaaaa,474.0,Unknown,2023-05-18 02:00:00
140,188,test APRIL 25 v7 full (sm@T),1.0,Project Team,2023-05-18 08:49:21,aaaaaaaaaaaaaaaaaaaaaaaaaaaa,477.0,Unknown,2023-05-18 02:00:00
140,188,test APRIL 25 v7 full (sm@T),1.0,Project Team,2023-05-18 08:49:21,aaaaaaaaaaaaaaaaaaaaaaaaaaaa,479.0,Unknown,2023-05-18 02:00:00
140,188,test APRIL 25 v7 full (sm@T),1.0,Project Team,2023-05-18 08:49:21,aaaaaaaaaaaaaaaaaaaaaaaaaaaa,481.0,Unknown,2023-05-18 02:00:00
140,188,test APRIL 25 v7 full (sm@T),1.0,Project Team,2023-05-18 08:49:21,aaaaaaaaaaaaaaaaaaaaaaaaaaaa,482.0,Unknown,2023-05-18 02:00:00
141,132,Marketing Conference,3.0,Unscheduled,2023-05-30 16:43:32,No minutes recorded,Unknown,Unknown,2023-05-30 02:00:00
141,132,Marketing Conference,3.0,Unscheduled,2023-05-30 16:43:32,No minutes recorded,Unknown,Unknown,2023-05-30 02:00:00
141,132,Marketing Conference,3.0,Unscheduled,2023-05-30 16:43:32,No minutes recorded,268.0,Traxidy Nine,2023-05-30 02:00:00
142,132,Marketing Conference,3.0,Unscheduled,2023-06-21 15:10:22,test,Unknown,Unknown,2023-06-21 00:00:00
143,132,Marketing Conference,3.0,Unscheduled,2023-06-21 15:11:01,No minutes recorded,Unknown,Unknown,2023-06-22 04:00:00
144,132,Marketing Conference,3.0,Unscheduled,2023-06-21 15:11:34,No minutes recorded,Unknown,Unknown,2023-06-23 05:00:00
145,132,Marketing Conference,3.0,Unscheduled,2023-06-21 15:13:52,No minutes recorded,Unknown,Unknown,2023-06-22 11:00:00
146,132,Marketing Conference,3.0,Unscheduled,2023-06-21 15:15:10,No minutes recorded,Unknown,Unknown,2023-06-23 10:00:00
147,126,New Coffee Shop Build,1.0,Project Team,2023-07-04 13:38:46,No minutes recorded,234.0,Fredd jazz,2023-07-04 04:00:00
147,126,New Coffee Shop Build,1.0,Project Team,2023-07-04 13:38:46,No minutes recorded,237.0,Tester Thirteen,2023-07-04 04:00:00
147,126,New Coffee Shop Build,1.0,Project Team,2023-07-04 13:38:46,No minutes recorded,259.0,Wade Sabean,2023-07-04 04:00:00
148,132,Marketing Conference,3.0,Unscheduled,2023-08-30 14:58:53,No minutes recorded,Unknown,Unknown,2023-08-30 03:00:00
149,126,New Coffee Shop Build,3.0,Unscheduled,2023-09-11 12:22:42,test,Unknown,Unknown,2023-09-11 01:00:00
150,126,New Coffee Shop Build,3.0,Unscheduled,2023-09-11 12:37:10,No minutes recorded,Unknown,Unknown,2023-09-12 04:00:00
151,132,Marketing Conference,3.0,Unscheduled,2023-09-13 15:12:46,No minutes recorded,Unknown,Unknown,2023-09-13 02:00:00
152,126,New Coffee Shop Build,3.0,Unscheduled,2024-01-16 13:47:20,No minutes recorded,Unknown,Unknown,2024-01-16 02:00:00
